id,page_num,nspk_sasaran_rpjmd,tujuan,sasaran,outcome,output,indikator,program_kegiatan_subkegiatan,keterangan,created_at
1385,26,2.09.3.27.3.25.02.0003 - UPTD Pusat Kesehatan Hewan,,,,,,,,2026-09-17 23:10:11.68718+00
1386,26,- S.4.3 - Meningkatnya,Mewujudkan ekosistem dan,meningkatkan akuntabilitas,Meningkatnya kualitas,,Tingkat Kepuasan Pegawai,3.27.01 - PROGRAM,,2026-09-17 23:10:11.68718+00
1387,26,akuntabilitas kinerja,ruang pertumbuhan ekonomi,kinerja pemerintah daerah yang,Layanan Umum dan,,Perangkat Daerah (Skor),PENUNJANG URUSAN,,2026-09-17 23:10:11.68718+00
1388,26,pemerintah daerah,"yang inklusif, memperkuat",efektif dan efisien,Kepegawaian Perangkat,,,PEMERINTAHAN DAERAH,,2026-09-17 23:10:11.68718+00
1389,26,- S.2.1 - Terwujudnya,perlindungan sosial bagi,,Daerah,,,KABUPATEN/KOTA,,2026-09-17 23:10:11.68718+00
1390,26,ekosistem dan ruang,"masyarakat, serta",,,,,,,2026-09-17 23:10:11.68718+00
1391,26,pertumbuhan ekonomi yang,meningkatkan daya beli serta,,,,,,,2026-09-17 23:10:11.68718+00
1392,26,inklusif,"ketahanan pangan, dan",,,,,,,2026-09-17 23:10:11.68718+00
1393,26,- S.6.2 - Meningkatnya Daya,mengoptimalkan akuntabilitas,,,,,,,2026-09-17 23:10:11.68718+00
1394,26,Beli dan Ketahanan Pangan,kinerja pemerintah daerah,,,,,,,2026-09-17 23:10:11.68718+00
1395,26,Masyarakat,,,,,,,,2026-09-17 23:10:11.68718+00
1396,26,- S.6.1 - Meningkatnya,,,,,,,,2026-09-17 23:10:11.68718+00
1397,26,perlindungan sosial,,,,,,,,2026-09-17 23:10:11.68718+00
1398,26,Masyarakat,,,,,,,,2026-09-17 23:10:11.68718+00
1399,26,,,,,,Tingkat Penerapan SPBE,3.27.01 - PROGRAM,,2026-09-17 23:10:11.68718+00
1400,26,,,,,,Perangkat Daerah (Skor),PENUNJANG URUSAN,,2026-09-17 23:10:11.68718+00
1401,26,,,,,,,PEMERINTAHAN DAERAH,,2026-09-17 23:10:11.68718+00
1402,26,,,,,,,KABUPATEN/KOTA,,2026-09-17 23:10:11.68718+00
1403,26,,,,,,Indeks Pelayanan Publik (%),3.27.01 - PROGRAM,,2026-09-17 23:10:11.68718+00
1404,26,,,,,,,PENUNJANG URUSAN,,2026-09-17 23:10:11.68718+00
1405,26,,,,,,,PEMERINTAHAN DAERAH,,2026-09-17 23:10:11.68718+00
1406,26,,,,,,,KABUPATEN/KOTA,,2026-09-17 23:10:11.68718+00
1407,26,,,,,,Persentase BMD dalam kondisi,3.27.01 - PROGRAM,,2026-09-17 23:10:11.68718+00
1408,26,,,,,,baik dan termanfaatkan (%),PENUNJANG URUSAN,,2026-09-17 23:10:11.68718+00
1409,26,,,,,,,PEMERINTAHAN DAERAH,,2026-09-17 23:10:11.68718+00
1410,26,,,,,,,KABUPATEN/KOTA,,2026-09-17 23:10:11.68718+00
1411,26,,,,,Persentase Administrasi,Jumlah Dokumen Bahan,3.27.01.2.06 - Administrasi,,2026-09-17 23:10:11.68718+00
1412,26,,,,,Umum Perangkat Daerah,Bacaan dan Peraturan,Umum Perangkat Daerah,,2026-09-17 23:10:11.68718+00
1413,26,,,,,,Perundang-Undangan yang,,,2026-09-17 23:10:11.68718+00
1414,26,,,,,,Disediakan (Dokumen),,,2026-09-17 23:10:11.68718+00
1415,26,,,,,,Jumlah Paket Bahan Logistik,3.27.01.2.06 - Administrasi,,2026-09-17 23:10:11.68718+00
1416,26,,,,,,Kantor yang Disediakan,Umum Perangkat Daerah,,2026-09-17 23:10:11.68718+00
1417,26,,,,,,(Paket),,,2026-09-17 23:10:11.68718+00
1418,26,,,,,,Jumlah Paket Barang Cetakan,3.27.01.2.06 - Administrasi,,2026-09-17 23:10:11.68718+00
1419,26,,,,,,dan Penggandaan yang,Umum Perangkat Daerah,,2026-09-17 23:10:11.68718+00
1420,26,,,,,,Disediakan (Paket),,,2026-09-17 23:10:11.68718+00
1421,26,,,,,,Jumlah Paket Peralatan dan,3.27.01.2.06 - Administrasi,,2026-09-17 23:10:11.68718+00
1422,26,,,,,,Perlengkapan Kantor yang,Umum Perangkat Daerah,,2026-09-17 23:10:11.68718+00
1423,26,,,,,,Disediakan (Paket),,,2026-09-17 23:10:11.68718+00
1424,26,,,,,,Jumlah Paket Peralatan,3.27.01.2.06 - Administrasi,,2026-09-17 23:10:11.68718+00
1425,26,,,,,,Rumah Tangga yang,Umum Perangkat Daerah,,2026-09-17 23:10:11.68718+00
1426,26,,,,,,Disediakan (Paket),,,2026-09-17 23:10:11.68718+00
1427,27,NSPK DAN SASARAN,,,,,,,,2026-09-17 23:10:11.68718+00
1428,27,RPJMD YANG RELEVAN,TUJUAN,SASARAN,OUTCOME,OUTPUT,INDIKATOR,,,2026-09-17 23:10:11.68718+00
1429,27,,,,,,,PROGRAM / KEGIATAN /,,2026-09-17 23:10:11.68718+00
1430,27,,,,,,,SUBKEGIATAN,KETERANGAN,2026-09-17 23:10:11.68718+00
1431,27,,,,,,Jumlah Paket Peralatan dan,3.27.01.2.06.0002 -,,2026-09-17 23:10:11.68718+00
1432,27,,,,,,Perlengkapan Kantor yang,Penyediaan Peralatan dan,,2026-09-17 23:10:11.68718+00
1433,27,,,,,,Disediakan (Paket),Perlengkapan Kantor,,2026-09-17 23:10:11.68718+00
1434,27,,,,,,Jumlah Paket Peralatan,3.27.01.2.06.0003 -,,2026-09-17 23:10:11.68718+00
1435,27,,,,,,Rumah Tangga yang,Penyediaan Peralatan Rumah,,2026-09-17 23:10:11.68718+00
1436,27,,,,,,Disediakan (Paket),Tangga,,2026-09-17 23:10:11.68718+00
1437,27,,,,,,Jumlah Paket Bahan Logistik,3.27.01.2.06.0004 -,,2026-09-17 23:10:11.68718+00
1438,27,,,,,,Kantor yang Disediakan,Penyediaan Bahan Logistik,,2026-09-17 23:10:11.68718+00
1439,27,,,,,,(Paket),Kantor,,2026-09-17 23:10:11.68718+00
1440,27,,,,,,Jumlah Paket Barang Cetakan,3.27.01.2.06.0005 -,,2026-09-17 23:10:11.68718+00
1441,27,,,,,,dan Penggandaan yang,Penyediaan Barang Cetakan,,2026-09-17 23:10:11.68718+00
1442,27,,,,,,Disediakan (Paket),dan Penggandaan,,2026-09-17 23:10:11.68718+00
1443,27,,,,,,Jumlah Dokumen Bahan,3.27.01.2.06.0006 -,,2026-09-17 23:10:11.68718+00
1444,27,,,,,,Bacaan dan Peraturan,Penyediaan Bahan Bacaan dan,,2026-09-17 23:10:11.68718+00
1445,27,,,,,,Perundang-Undangan yang,Peraturan,,2026-09-17 23:10:11.68718+00
1446,27,,,,,,Disediakan (Dokumen),Perundang-undangan,,2026-09-17 23:10:11.68718+00
1447,27,,,,,Persentase Penyediaan Jasa,Jumlah Laporan Penyediaan,3.27.01.2.08 - Penyediaan,,2026-09-17 23:10:11.68718+00
1448,27,,,,,Penunjang Urusan,Jasa Surat Menyurat (Laporan),Jasa Penunjang Urusan,,2026-09-17 23:10:11.68718+00
1449,27,,,,,Pemerintahan Daerah,,Pemerintahan Daerah,,2026-09-17 23:10:11.68718+00
1450,27,,,,,,Jumlah Laporan Penyediaan,3.27.01.2.08.0001 -,,2026-09-17 23:10:11.68718+00
1451,27,,,,,,Jasa Surat Menyurat (Laporan),Penyediaan Jasa Surat,,2026-09-17 23:10:11.68718+00
1452,27,,,,,,,Menyurat,,2026-09-17 23:10:11.68718+00
1453,27,,,,Meningkatnya kualitas,,,,,2026-09-17 23:10:11.68718+00
1454,27,,,,Layanan Umum dan,,,,,2026-09-17 23:10:11.68718+00
1455,27,,,,Kepegawaian Perangkat,,,,,2026-09-17 23:10:11.68718+00
1456,27,,,,Daerah,,,,,2026-09-17 23:10:11.68718+00
1457,27,,,,Meningkatnya kualitas,,,,,2026-09-17 23:10:11.68718+00
1458,27,,,,"Perencanaan, Pengendalian,",,,,,2026-09-17 23:10:11.68718+00
1459,27,,,,dan Evaluasi Program,,,,,2026-09-17 23:10:11.68718+00
1460,27,,,,Kegiatan Serta Pengelolaan,,,,,2026-09-17 23:10:11.68718+00
1461,27,,,,Keuangan Perangkat Daerah,,,,,2026-09-17 23:10:11.68718+00
1462,28,NSPK DAN SASARAN,,,,,,,,2026-09-17 23:10:11.68718+00
1463,28,RPJMD YANG RELEVAN,TUJUAN,SASARAN,OUTCOME,OUTPUT,INDIKATOR,,,2026-09-17 23:10:11.68718+00
1464,28,,,,,,,PROGRAM / KEGIATAN /,,2026-09-17 23:10:11.68718+00
1465,28,,,,,,,SUBKEGIATAN,KETERANGAN,2026-09-17 23:10:11.68718+00
1466,28,,,Peningkatan distribusi dan,Meningkatnya pengendalian,,Tingkat Pengendalian Penyakit,3.27.04 - PROGRAM,,2026-09-17 23:10:11.68718+00
1467,28,,,kualitas sarana pertanian yang,kesehatan hewan dan,,Hewan Menular Strategis,PENGENDALIAN,,2026-09-17 23:10:11.68718+00
1468,28,,,didukung oleh penguatan,kesehatan masyarakat,,(PHMS) (Dokumen),KESEHATAN HEWAN DAN,,2026-09-17 23:10:11.68718+00
1469,28,,,prasarana pertanian serta,veteriner,,,KESEHATAN MASYARAKAT,,2026-09-17 23:10:11.68718+00
1470,28,,,pengendalian kesehatan,,,,VETERINER,,2026-09-17 23:10:11.68718+00
1471,28,,,hewan dan kesehatan,,,,,,2026-09-17 23:10:11.68718+00
1472,28,,,masyarakat veteriner yang,,,,,,2026-09-17 23:10:11.68718+00
1473,28,,,"efektif, serta penanggulangan",,,,,,2026-09-17 23:10:11.68718+00
1474,28,,,bencana pertanian yang,,,,,,2026-09-17 23:10:11.68718+00
1475,28,,,responsif. Upaya ini diiringi,,,,,,2026-09-17 23:10:11.68718+00
1476,28,,,dengan kemudahan perizinan,,,,,,2026-09-17 23:10:11.68718+00
1477,28,,,usaha pertanian dan,,,,,,2026-09-17 23:10:11.68718+00
1478,28,,,peningkatan kapasitas sumber,,,,,,2026-09-17 23:10:11.68718+00
1479,28,,,daya manusia di bidang,,,,,,2026-09-17 23:10:11.68718+00
1480,28,,,penyuluhan pertanian.,,,,,,2026-09-17 23:10:11.68718+00
1481,28,,,,,Persentase Pengelolaan,Jumlah Pelayanan Jasa,3.27.04.2.03 - Pengelolaan,,2026-09-17 23:10:11.68718+00
1482,28,,,,,Pelayanan Jasa Laboratorium,Laboratorium (Laporan),Pelayanan Jasa Laboratorium,,2026-09-17 23:10:11.68718+00
1483,28,,,,,dan Jasa Medik Veteriner,,dan Jasa Medik Veteriner,,2026-09-17 23:10:11.68718+00
1484,28,,,,,dalam Daerah Kabupaten/Kota,,dalam Daerah Kabupaten/Kota,,2026-09-17 23:10:11.68718+00
1485,28,,,,,,Jumlah Pelayanan Jasa Medik,3.27.04.2.03 - Pengelolaan,,2026-09-17 23:10:11.68718+00
1486,28,,,,,,Veteriner (Laporan),Pelayanan Jasa Laboratorium,,2026-09-17 23:10:11.68718+00
1487,28,,,,,,,dan Jasa Medik Veteriner,,2026-09-17 23:10:11.68718+00
1488,28,,,,,,,dalam Daerah Kabupaten/Kota,,2026-09-17 23:10:11.68718+00
1489,28,,,,,,Jumlah Pelayanan Jasa,3.27.04.2.03.0001 -,,2026-09-17 23:10:11.68718+00
1490,28,,,,,,Laboratorium (Laporan),Penyediaan Pelayanan Jasa,,2026-09-17 23:10:11.68718+00
1491,28,,,,,,,Laboratorium,,2026-09-17 23:10:11.68718+00
1492,28,,,,,,Jumlah Pelayanan Jasa Medik,3.27.04.2.03.0002 -,,2026-09-17 23:10:11.68718+00
1493,28,,,,,,Veteriner (Laporan),Penyediaan Pelayanan Jasa,,2026-09-17 23:10:11.68718+00
1494,28,,,,,,,Medik Veteriner,,2026-09-17 23:10:11.68718+00
1495,28,,,,Meningkatnya distribusi dan,,,,,2026-09-17 23:10:11.68718+00
1496,28,,,,kualitas prasarana pertanian,,,,,2026-09-17 23:10:11.68718+00
1497,28,2.09.3.27.3.25.02.0004 - UPTD Budidaya Ikan Air Tawar dan Air Payau,,,,,,,,2026-09-17 23:10:11.68718+00
1498,28,- S.6.1 - Meningkatnya,Mewujudkan ekosistem dan,Peningkatan produksi,Meningkatnya Kelestarian Laut,,,,,2026-09-17 23:10:11.68718+00
1499,28,perlindungan sosial,ruang pertumbuhan ekonomi,perikanan tangkap dan,dan Keanekaragaman Hayati,,,,,2026-09-17 23:10:11.68718+00
1500,28,Masyarakat,"yang inklusif, memperkuat","budidaya yang berkelanjutan,",,,,,,2026-09-17 23:10:11.68718+00
1501,28,- S.2.1 - Terwujudnya,perlindungan sosial bagi,selaras dengan upaya,,,,,,2026-09-17 23:10:11.68718+00
1502,28,ekosistem dan ruang,"masyarakat, serta",pelestarian laut dan,,,,,,2026-09-17 23:10:11.68718+00
1503,28,pertumbuhan ekonomi yang,meningkatkan daya beli serta,"keanekaragaman hayati, demi",,,,,,2026-09-17 23:10:11.68718+00
1504,28,inklusif,"ketahanan pangan, dan",mendorong peningkatan,,,,,,2026-09-17 23:10:11.68718+00
1505,28,- S.6.2 - Meningkatnya Daya,mengoptimalkan akuntabilitas,konsumsi ikan di kalangan,,,,,,2026-09-17 23:10:11.68718+00
1506,28,Beli dan Ketahanan Pangan,kinerja pemerintah daerah,masyarakat,,,,,,2026-09-17 23:10:11.68718+00
1507,28,Masyarakat,,,,,,,,2026-09-17 23:10:11.68718+00
1508,28,- S.4.3 - Meningkatnya,,,,,,,,2026-09-17 23:10:11.68718+00
1509,28,akuntabilitas kinerja,,,,,,,,2026-09-17 23:10:11.68718+00
1510,28,pemerintah daerah,,,,,,,,2026-09-17 23:10:11.68718+00
1511,29,NSPK DAN SASARAN,,,,,,,,2026-09-17 23:10:11.68718+00
1512,29,RPJMD YANG RELEVAN,TUJUAN,SASARAN,OUTCOME,OUTPUT,INDIKATOR,,,2026-09-17 23:10:11.68718+00
1513,29,,,,,,,PROGRAM / KEGIATAN /,,2026-09-17 23:10:11.68718+00
1514,29,,,,,,,SUBKEGIATAN,KETERANGAN,2026-09-17 23:10:11.68718+00
