id,page_num,nspk_sasaran_rpjmd,tujuan,sasaran,outcome,output,indikator,program_kegiatan_subkegiatan,keterangan,created_at
526,10,,,,,,Pangan Pemerintah Kab/Kota,Keseimbangan Cadangan,,2026-09-17 23:10:11.68718+00
527,10,,,,,,(Ton),Pangan Kabupaten/Kota,,2026-09-17 23:10:11.68718+00
528,10,,,,,,Jumlah Cadangan Pangan,2.09.03.2.02.0003 - Pengadaan,,2026-09-17 23:10:11.68718+00
529,10,,,,,,Pemerintah Kabupaten/Kota,Cadangan Pangan Pemerintah,,2026-09-17 23:10:11.68718+00
530,10,,,,,,(Ton),Kabupaten/Kota,,2026-09-17 23:10:11.68718+00
531,10,,,,,,Jumlah penyaluran Cadangan,2.09.03.2.02.0005 - Penyaluran,,2026-09-17 23:10:11.68718+00
532,10,,,,,,Pangan Pemerintah Kab/Kota,Cadangan Pangan Pemerintah,,2026-09-17 23:10:11.68718+00
533,10,,,,,,(Ton),Kab/Kota,,2026-09-17 23:10:11.68718+00
534,10,,,,,Terlaksananya Penyusunan,Target Konsumsi Pangan Per,2.09.03.2.04 - Pelaksanaan,,2026-09-17 23:10:11.68718+00
535,10,,,,,dan Penetapan Target,Kapita Per Tahun (Dokumen),Pencapaian Target Konsumsi,,2026-09-17 23:10:11.68718+00
536,10,,,,,Konsumsi Pangan Per Kapita,,Pangan Perkapita/Tahun,,2026-09-17 23:10:11.68718+00
537,10,,,,,Per Tahun,,sesuai dengan Angka,,2026-09-17 23:10:11.68718+00
538,10,,,,,,,Kecukupan Gizi,,2026-09-17 23:10:11.68718+00
539,10,,,,,,Target Konsumsi Pangan Per,2.09.03.2.04.0001 -,,2026-09-17 23:10:11.68718+00
540,10,,,,,,Kapita Per Tahun (Dokumen),Penyusunan dan Penetapan,,2026-09-17 23:10:11.68718+00
541,10,,,,,,,Target Konsumsi Pangan Per,,2026-09-17 23:10:11.68718+00
542,10,,,,,,,Kapita Per Tahun,,2026-09-17 23:10:11.68718+00
543,10,,,,Meningkatnya pengawasan,,Persentase Daerah Rentan,2.09.04 - PROGRAM,,2026-09-17 23:10:11.68718+00
544,10,,,,kerawanan pangan,,Rawan Pangan (%),PENANGANAN KERAWANAN,,2026-09-17 23:10:11.68718+00
545,10,,,,,,,PANGAN,,2026-09-17 23:10:11.68718+00
546,10,,,,,Tersusunnya Peta Kerentanan,Peta dan Analisis Ketahanan,2.09.04.2.01 - Penyusunan,,2026-09-17 23:10:11.68718+00
547,10,,,,,dan Ketahanan Pangan,dan Kerentanan Pangan yang,Peta Kerentanan dan,,2026-09-17 23:10:11.68718+00
548,10,,,,,Kecamatan,Dimutahirkan (Dokumen),Ketahanan Pangan Kecamatan,,2026-09-17 23:10:11.68718+00
549,10,,,,,,Peta dan Analisis Ketahanan,2.09.04.2.01.0001 -,,2026-09-17 23:10:11.68718+00
550,10,,,,,,dan Kerentanan Pangan yang,"Penyusunan, Pemutakhiran",,2026-09-17 23:10:11.68718+00
551,10,,,,,,Dimutahirkan (Dokumen),dan Analisis Peta Ketahanan,,2026-09-17 23:10:11.68718+00
552,10,,,,,,,dan Kerentanan Pangan,,2026-09-17 23:10:11.68718+00
553,10,,,,,Tertanganinya Kerawanan,Jumlah koordinasi dan,2.09.04.2.02 - Penanganan,,2026-09-17 23:10:11.68718+00
554,10,,,,,Pangan Kewenangan,sinkronisasi penanganan,Kerawanan Pangan,,2026-09-17 23:10:11.68718+00
555,10,,,,,Kabupaten/Kota,kerawanan pangan dan gizi,Kewenangan Kabupaten/Kota,,2026-09-17 23:10:11.68718+00
556,10,,,,,,kabupaten/kota (Laporan),,,2026-09-17 23:10:11.68718+00
557,11,NSPK DAN SASARAN,,,,,,,,2026-09-17 23:10:11.68718+00
558,11,RPJMD YANG RELEVAN,TUJUAN,SASARAN,OUTCOME,OUTPUT,INDIKATOR,,,2026-09-17 23:10:11.68718+00
559,11,,,,,,,PROGRAM / KEGIATAN /,,2026-09-17 23:10:11.68718+00
560,11,,,,,,,SUBKEGIATAN,KETERANGAN,2026-09-17 23:10:11.68718+00
561,11,,,,,,"Jumlah Pengadaan,",2.09.04.2.02 - Penanganan,,2026-09-17 23:10:11.68718+00
562,11,,,,,,"Pengelolaan, dan Penyaluran",Kerawanan Pangan,,2026-09-17 23:10:11.68718+00
563,11,,,,,,Cadangan Pangan pada,Kewenangan Kabupaten/Kota,,2026-09-17 23:10:11.68718+00
564,11,,,,,,Kerawanan Pangan yang,,,2026-09-17 23:10:11.68718+00
565,11,,,,,,Mencakup dalam 1 (Satu),,,2026-09-17 23:10:11.68718+00
566,11,,,,,,Daerah Kabupaten/Kota,,,2026-09-17 23:10:11.68718+00
567,11,,,,,,(Dokumen),,,2026-09-17 23:10:11.68718+00
568,11,,,,,,Jumlah Peta Situasi,2.09.04.2.02 - Penanganan,,2026-09-17 23:10:11.68718+00
569,11,,,,,,Kewaspadaan Pangan dan,Kerawanan Pangan,,2026-09-17 23:10:11.68718+00
570,11,,,,,,Gizi Kabupaten/Kota,Kewenangan Kabupaten/Kota,,2026-09-17 23:10:11.68718+00
571,11,,,,,,"(Dokumen) Jumlah Pengadaan,",2.09.04.2.02.0002 -,,2026-09-17 23:10:11.68718+00
572,11,,,,,,"Pengelolaan, dan Penyaluran","Pelaksanaan Pengadaan,",,2026-09-17 23:10:11.68718+00
573,11,,,,,,Cadangan Pangan pada,"Pengelolaan, dan Penyaluran",,2026-09-17 23:10:11.68718+00
574,11,,,,,,Kerawanan Pangan yang,Cadangan Pangan pada,,2026-09-17 23:10:11.68718+00
575,11,,,,,,Mencakup dalam 1 (Satu),Kerawanan Pangan yang,,2026-09-17 23:10:11.68718+00
576,11,,,,,,Daerah Kabupaten/Kota,Mencakup dalam 1 (satu),,2026-09-17 23:10:11.68718+00
577,11,,,,,,(Dokumen),Daerah Kabupaten/Kota,,2026-09-17 23:10:11.68718+00
578,11,,,,,,Jumlah koordinasi dan,2.09.04.2.02.0003 - Koordinasi,,2026-09-17 23:10:11.68718+00
579,11,,,,,,sinkronisasi penanganan,dan Sinkronisasi Penanganan,,2026-09-17 23:10:11.68718+00
580,11,,,,,,kerawanan pangan dan gizi,Kerawanan Pangan dan Gizi,,2026-09-17 23:10:11.68718+00
581,11,,,,,,kabupaten/kota (Laporan),Kabupaten/Kota,,2026-09-17 23:10:11.68718+00
582,11,,,,,,Jumlah Peta Situasi,2.09.04.2.02.0005 -,,2026-09-17 23:10:11.68718+00
583,11,,,,,,Kewaspadaan Pangan dan,Penyusunan Peta Situasi,,2026-09-17 23:10:11.68718+00
584,11,,,,,,Gizi Kabupaten/Kota,Kewaspadaan Pangan dan Gizi,,2026-09-17 23:10:11.68718+00
585,11,,,,,,(Dokumen),Kabupaten/Kota,,2026-09-17 23:10:11.68718+00
586,11,,,,Meningkatnya pengawasan,,Persentase Pangan Segar,2.09.05 - PROGRAM,,2026-09-17 23:10:11.68718+00
587,11,,,,mutu dan keamanan pangan,,yang Memenuhi Persyaratan,PENGAWASAN KEAMANAN,,2026-09-17 23:10:11.68718+00
588,11,,,,,,dan Mutu Keamanan Pangan,PANGAN,,2026-09-17 23:10:11.68718+00
589,11,,,,,,(Persentase),,,2026-09-17 23:10:11.68718+00
590,11,,,,,Terlaksananya Pengawasan,Jumlah pelaksanaan,2.09.05.2.01 - Pelaksanaan,,2026-09-17 23:10:11.68718+00
591,11,,,,,Keamanan Pangan Segar,"koordinasi, dan sinkronisasi",Pengawasan Keamanan,,2026-09-17 23:10:11.68718+00
592,11,,,,,Daerah Kabupaten/Kota,keamanan dan mutu pangan,Pangan Segar Daerah,,2026-09-17 23:10:11.68718+00
593,11,,,,,,segar asal tumbuhan (Laporan),Kabupaten/Kota,,2026-09-17 23:10:11.68718+00
594,11,,,,,,Jumlah Rekomendasi,2.09.05.2.01 - Pelaksanaan,,2026-09-17 23:10:11.68718+00
595,11,,,,,,Perizinan keamanan pangan,Pengawasan Keamanan,,2026-09-17 23:10:11.68718+00
596,11,,,,,,segar asal tumbuhan,Pangan Segar Daerah,,2026-09-17 23:10:11.68718+00
597,11,,,,,,(Dokumen),Kabupaten/Kota,,2026-09-17 23:10:11.68718+00
598,11,,,,,,Jumlah sarana pengujian,2.09.05.2.01 - Pelaksanaan,,2026-09-17 23:10:11.68718+00
599,11,,,,,,keamanan dan mutu pangan,Pengawasan Keamanan,,2026-09-17 23:10:11.68718+00
600,11,,,,,,segar asal tumbuhan daerah,Pangan Segar Daerah,,2026-09-17 23:10:11.68718+00
601,11,,,,,,kabupaten/kota (Dokumen),Kabupaten/Kota,,2026-09-17 23:10:11.68718+00
602,11,,,,,,Jumlah Rekomendasi,2.09.05.2.01.0006 -,,2026-09-17 23:10:11.68718+00
603,11,,,,,,Perizinan keamanan pangan,Rekomendasi Perizinan,,2026-09-17 23:10:11.68718+00
604,11,,,,,,segar asal tumbuhan,keamanan pangan segar asal,,2026-09-17 23:10:11.68718+00
605,11,,,,,,(Dokumen),tumbuhan,,2026-09-17 23:10:11.68718+00
606,11,,,,,,Jumlah sarana pengujian,2.09.05.2.01.0007 -,,2026-09-17 23:10:11.68718+00
607,11,,,,,,keamanan dan mutu pangan,Penyediaan Sarana Pengujian,,2026-09-17 23:10:11.68718+00
608,11,,,,,,segar asal tumbuhan daerah,keamanan dan mutu pangan,,2026-09-17 23:10:11.68718+00
609,11,,,,,,kabupaten/kota (Dokumen),segar asal tumbuhan Daerah,,2026-09-17 23:10:11.68718+00
610,11,,,,,,,Kabupaten/Kota,,2026-09-17 23:10:11.68718+00
611,11,,,,,,Jumlah pelaksanaan,2.09.05.2.01.0008 - Koordinasi,,2026-09-17 23:10:11.68718+00
612,11,,,,,,"koordinasi, dan sinkronisasi",dan sinkronisasi keamanan dan,,2026-09-17 23:10:11.68718+00
613,11,,,,,,keamanan dan mutu pangan,mutu pangan segar asal,,2026-09-17 23:10:11.68718+00
614,11,,,,,,segar asal tumbuhan (Laporan),tumbuhan,,2026-09-17 23:10:11.68718+00
615,12,NSPK DAN SASARAN,,,,,,,,2026-09-17 23:10:11.68718+00
616,12,RPJMD YANG RELEVAN,TUJUAN,SASARAN,OUTCOME,OUTPUT,INDIKATOR,,,2026-09-17 23:10:11.68718+00
617,12,,,,,,,PROGRAM / KEGIATAN /,,2026-09-17 23:10:11.68718+00
618,12,,,,,,,SUBKEGIATAN,KETERANGAN,2026-09-17 23:10:11.68718+00
619,12,,,Peningkatan produksi,,,Jumlah Produksi Perikanan,,,2026-09-17 23:10:11.68718+00
620,12,,,perikanan tangkap dan,,,Tangkap (Ton),,,2026-09-17 23:10:11.68718+00
621,12,,,"budidaya yang berkelanjutan,",,,,,,2026-09-17 23:10:11.68718+00
622,12,,,selaras dengan upaya,,,,,,2026-09-17 23:10:11.68718+00
623,12,,,pelestarian laut dan,,,,,,2026-09-17 23:10:11.68718+00
624,12,,,"keanekaragaman hayati, demi",,,,,,2026-09-17 23:10:11.68718+00
625,12,,,mendorong peningkatan,,,,,,2026-09-17 23:10:11.68718+00
626,12,,,konsumsi ikan di kalangan,,,,,,2026-09-17 23:10:11.68718+00
627,12,,,masyarakat,,,,,,2026-09-17 23:10:11.68718+00
628,12,,,,,,Jumlah Produksi Perikanan,,,2026-09-17 23:10:11.68718+00
629,12,,,,,,Budidaya (Ton),,,2026-09-17 23:10:11.68718+00
630,12,,,,Meningkatnya produksi,,Jumlah Produksi Perikanan,3.25.03 - PROGRAM,,2026-09-17 23:10:11.68718+00
631,12,,,,perikanan tangkap,,Tangkap (Ton),PENGELOLAAN PERIKANAN,,2026-09-17 23:10:11.68718+00
632,12,,,,,,,TANGKAP,,2026-09-17 23:10:11.68718+00
633,12,,,,,Tersedianya Data dan,Jumlah Data dan Informasi,3.25.03.2.01 - Pengelolaan,,2026-09-17 23:10:11.68718+00
634,12,,,,,Informasi Sumber Daya Ikan di,Sumber Daya Ikan di Perairan,Penangkapan Ikan di Wilayah,,2026-09-17 23:10:11.68718+00
635,12,,,,,Perairan Darat dalam Satu,Darat dalam Satu,"Sungai, Danau, Waduk, Rawa,",,2026-09-17 23:10:11.68718+00
636,12,,,,,Kabupaten/Kota,Kabupaten/Kota yang Tersedia,dan Genangan Air Lainnya,,2026-09-17 23:10:11.68718+00
637,12,,,,,,(Dokumen),yang Dapat Diusahakan dalam,,2026-09-17 23:10:11.68718+00
638,12,,,,,,,1 (Satu) Daerah Kabupaten/,,2026-09-17 23:10:11.68718+00
639,12,,,,,,,Kota,,2026-09-17 23:10:11.68718+00
640,12,,,,,,Jumlah Data dan Informasi,3.25.03.2.01.0001 -,,2026-09-17 23:10:11.68718+00
641,12,,,,,,Sumber Daya Ikan di Perairan,Penyediaan Data dan Informasi,,2026-09-17 23:10:11.68718+00
642,12,,,,,,Darat dalam Satu,Sumber Daya Ikan,,2026-09-17 23:10:11.68718+00
643,12,,,,,,Kabupaten/Kota yang Tersedia,,,2026-09-17 23:10:11.68718+00
644,12,,,,,,(Dokumen),,,2026-09-17 23:10:11.68718+00
645,12,,,,,Terlaksananya Pemberdayaan,Jumlah Kelompok Nelayan,3.25.03.2.02 - Pemberdayaan,,2026-09-17 23:10:11.68718+00
646,12,,,,,Nelayan Kecil dalam Daerah,Kecil yang Difasilitasi,Nelayan Kecil dalam Daerah,,2026-09-17 23:10:11.68718+00
647,12,,,,,Kabupaten/Kota,Pembentukan dan,Kabupaten/Kota,,2026-09-17 23:10:11.68718+00
648,12,,,,,,Pengembangan,,,2026-09-17 23:10:11.68718+00
649,12,,,,,,Kelembagaannya (Kelompok),,,2026-09-17 23:10:11.68718+00
650,12,,,,,,Jumlah Nelayan Kecil yang,3.25.03.2.02 - Pemberdayaan,,2026-09-17 23:10:11.68718+00
651,12,,,,,,Meningkat Kapasitasnya,Nelayan Kecil dalam Daerah,,2026-09-17 23:10:11.68718+00
652,12,,,,,,(Orang),Kabupaten/Kota,,2026-09-17 23:10:11.68718+00
653,12,,,,,,Jumlah Sarana dan Prasarana,3.25.03.2.02 - Pemberdayaan,,2026-09-17 23:10:11.68718+00
654,12,,,,,,Pemberdayaan Usaha Nelayan,Nelayan Kecil dalam Daerah,,2026-09-17 23:10:11.68718+00
655,12,,,,,,Skala Kecil (Unit),Kabupaten/Kota,,2026-09-17 23:10:11.68718+00
656,12,,,,,,Jumlah Nelayan Kecil yang,3.25.03.2.02.0001 -,,2026-09-17 23:10:11.68718+00
657,12,,,,,,Meningkat Kapasitasnya,Pengembangan Kapasitas,,2026-09-17 23:10:11.68718+00
658,12,,,,,,(Orang),Nelayan Kecil,,2026-09-17 23:10:11.68718+00
659,12,,,,,,Jumlah Kelompok Nelayan,3.25.03.2.02.0002 -,,2026-09-17 23:10:11.68718+00
660,12,,,,,,Kecil yang Difasilitasi,Pelaksanaan Fasilitasi,,2026-09-17 23:10:11.68718+00
661,12,,,,,,Pembentukan dan,Pembentukan dan,,2026-09-17 23:10:11.68718+00
662,12,,,,,,Pengembangan,Pengembangan Kelembagaan,,2026-09-17 23:10:11.68718+00
663,12,,,,,,Kelembagaannya (Kelompok),Nelayan Kecil,,2026-09-17 23:10:11.68718+00
664,12,,,,,,Jumlah Sarana dan Prasarana,3.25.03.2.02.0004 -,,2026-09-17 23:10:11.68718+00
665,12,,,,,,Pemberdayaan Usaha Nelayan,Penyediaan Sarana dan,,2026-09-17 23:10:11.68718+00
666,12,,,,,,Skala Kecil (Unit),Prasarana Pemberdayaan,,2026-09-17 23:10:11.68718+00
667,12,,,,,,,Usaha Nelayan Skala Kecil,,2026-09-17 23:10:11.68718+00
668,12,,,,Meningkatnya produksi,,Jumlah Produksi Perikanan,3.25.04 - PROGRAM,,2026-09-17 23:10:11.68718+00
669,12,,,,perikanan budidaya,,Hasil Budidaya Ikan Nila (Ton),PENGELOLAAN PERIKANAN,,2026-09-17 23:10:11.68718+00
670,12,,,,,,,BUDIDAYA,,2026-09-17 23:10:11.68718+00
671,12,,,,,,Jumlah Produksi Perikanan,3.25.04 - PROGRAM,,2026-09-17 23:10:11.68718+00
672,12,,,,,,Hasil Budidaya Ikan Lele (Ton),PENGELOLAAN PERIKANAN,,2026-09-17 23:10:11.68718+00
673,12,,,,,,,BUDIDAYA,,2026-09-17 23:10:11.68718+00
674,13,NSPK DAN SASARAN,,,,,,,,2026-09-17 23:10:11.68718+00
675,13,RPJMD YANG RELEVAN,TUJUAN,SASARAN,OUTCOME,OUTPUT,INDIKATOR,,,2026-09-17 23:10:11.68718+00
676,13,,,,,,,PROGRAM / KEGIATAN /,,2026-09-17 23:10:11.68718+00
677,13,,,,,,,SUBKEGIATAN,KETERANGAN,2026-09-17 23:10:11.68718+00
678,13,,,,,Prioritas Daerah Agro Industri,Jumlah Kelompok Pembudi,3.25.04.2.02 - Pemberdayaan,,2026-09-17 23:10:11.68718+00
679,13,,,,,,Daya Ikan Kecil yang Mengikuti,Pembudi Daya Ikan Kecil,,2026-09-17 23:10:11.68718+00
680,13,,,,,,Pengembangan Kapasitas,,,2026-09-17 23:10:11.68718+00
681,13,,,,,,(Kelompok),,,2026-09-17 23:10:11.68718+00
682,13,,,,,,Jumlah Kelompok Pembudi,3.25.04.2.02.0001 -,,2026-09-17 23:10:11.68718+00
683,13,,,,,,Daya Ikan Kecil yang Mengikuti,Pengembangan Kapasitas,,2026-09-17 23:10:11.68718+00
684,13,,,,,,Pengembangan Kapasitas,Pembudi Daya Ikan Kecil,,2026-09-17 23:10:11.68718+00
685,13,,,,,,(Kelompok),,,2026-09-17 23:10:11.68718+00
686,13,,,,,"Tersedianya data, informasi,",Jumlah Data dan Informasi,3.25.04.2.04 - Pengelolaan,,2026-09-17 23:10:11.68718+00
687,13,,,,,dan prasarana pembudidayaan,Pembudidayaan Ikan dalam 1,Pembudidayaan Ikan,,2026-09-17 23:10:11.68718+00
688,13,,,,,ikan di satu daerah,(Satu) Daerah Kabupaten/Kota,,,2026-09-17 23:10:11.68718+00
689,13,,,,,kabupaten/kota,(Dokumen),,,2026-09-17 23:10:11.68718+00
690,13,,,,,,Jumlah Prasarana,3.25.04.2.04 - Pengelolaan,,2026-09-17 23:10:11.68718+00
691,13,,,,,,Pembudidayaan Ikan dalam 1,Pembudidayaan Ikan,,2026-09-17 23:10:11.68718+00
692,13,,,,,,(Satu) Daerah Kabupaten/Kota,,,2026-09-17 23:10:11.68718+00
693,13,,,,,,(Unit),,,2026-09-17 23:10:11.68718+00
694,13,,,,,,Jumlah Data dan Informasi,3.25.04.2.04.0001 -,,2026-09-17 23:10:11.68718+00
695,13,,,,,,Pembudidayaan Ikan dalam 1,Penyediaan Data dan Informasi,,2026-09-17 23:10:11.68718+00
696,13,,,,,,(Satu) Daerah Kabupaten/Kota,Pembudidayaan Ikan dalam 1,,2026-09-17 23:10:11.68718+00
697,13,,,,,,(Dokumen),(Satu) Daerah Kabupaten/Kota,,2026-09-17 23:10:11.68718+00
698,13,,,,,,Jumlah Prasarana,3.25.04.2.04.0002 -,,2026-09-17 23:10:11.68718+00
699,13,,,,,,Pembudidayaan Ikan dalam 1,Penyediaan Prasarana,,2026-09-17 23:10:11.68718+00
700,13,,,,,,(Satu) Daerah Kabupaten/Kota,Pembudidayaan Ikan dalam 1,,2026-09-17 23:10:11.68718+00
701,13,,,,,,(Unit),(Satu) Daerah Kabupaten/Kota,,2026-09-17 23:10:11.68718+00
702,13,,,,Meningkatnya Kelestarian Laut,,Kepatuhan pelaku usaha,3.25.05 - PROGRAM,,2026-09-17 23:10:11.68718+00
703,13,,,,dan Keanekaragaman Hayati,,kelautan dan perikanan (%),PENGAWASAN SUMBER,,2026-09-17 23:10:11.68718+00
704,13,,,,,,,DAYA KELAUTAN DAN,,2026-09-17 23:10:11.68718+00
705,13,,,,,,,PERIKANAN,,2026-09-17 23:10:11.68718+00
706,13,,,,,Terawasinya usaha budidaya,Jumlah pelaku usaha,3.25.05.2.01 - Pengawasan,,2026-09-17 23:10:11.68718+00
707,13,,,,,ikan serta pemasaran dan,pemasaran hasil perikanan,Sumber Daya Perikanan di,,2026-09-17 23:10:11.68718+00
708,13,,,,,pengolahan hasil perikanan,dan/atau usaha pengolahan,"Wilayah Sungai, Danau,",,2026-09-17 23:10:11.68718+00
709,13,,,,,sesuai kewenangan,hasil perikanan sesuai,"Waduk, Rawa, dan Genangan",,2026-09-17 23:10:11.68718+00
710,13,,,,,kabupaten/kota.,kewenangan kabupaten/kota,Air Lainnya yang Dapat,,2026-09-17 23:10:11.68718+00
711,13,,,,,,(Pelaku Usaha),Diusahakan Dalam,,2026-09-17 23:10:11.68718+00
712,13,,,,,,,Kabupaten/Kota,,2026-09-17 23:10:11.68718+00
713,13,,,,,,Jumlah  pelaku usaha,3.25.05.2.01 - Pengawasan,,2026-09-17 23:10:11.68718+00
714,13,,,,,,pembudidayaan ikan yang,Sumber Daya Perikanan di,,2026-09-17 23:10:11.68718+00
715,13,,,,,,diperiksa kepatuhannya sesuai,"Wilayah Sungai, Danau,",,2026-09-17 23:10:11.68718+00
716,13,,,,,,kewenangan kabupaten/kota,"Waduk, Rawa, dan Genangan",,2026-09-17 23:10:11.68718+00
717,13,,,,,,(Pelaku Usaha),Air Lainnya yang Dapat,,2026-09-17 23:10:11.68718+00
718,13,,,,,,,Diusahakan Dalam,,2026-09-17 23:10:11.68718+00
719,13,,,,,,,Kabupaten/Kota,,2026-09-17 23:10:11.68718+00
720,13,,,,,,Jumlah  pelaku usaha,3.25.05.2.01.0004 -,,2026-09-17 23:10:11.68718+00
721,13,,,,,,pembudidayaan ikan yang,Pengawasan usaha,,2026-09-17 23:10:11.68718+00
722,13,,,,,,diperiksa kepatuhannya sesuai,pembudidayaan ikan sesuai,,2026-09-17 23:10:11.68718+00
723,13,,,,,,kewenangan kabupaten/kota,kewenangan kabupaten/kota,,2026-09-17 23:10:11.68718+00
724,13,,,,,,(Pelaku Usaha),,,2026-09-17 23:10:11.68718+00
725,13,,,,,,Jumlah pelaku usaha,3.25.05.2.01.0006 -,,2026-09-17 23:10:11.68718+00
726,13,,,,,,pemasaran hasil perikanan,Pengawasan usaha pemasaran,,2026-09-17 23:10:11.68718+00
727,13,,,,,,dan/atau usaha pengolahan,hasil perikanan dan/atau usaha,,2026-09-17 23:10:11.68718+00
728,13,,,,,,hasil perikanan sesuai,pengolahan hasil perikanan,,2026-09-17 23:10:11.68718+00
729,13,,,,,,kewenangan kabupaten/kota,sesuai kewenangan,,2026-09-17 23:10:11.68718+00
730,13,,,,,,(Pelaku Usaha),kabupaten/kota,,2026-09-17 23:10:11.68718+00
731,14,NSPK DAN SASARAN,,,,,,,,2026-09-17 23:10:11.68718+00
732,14,RPJMD YANG RELEVAN,TUJUAN,SASARAN,OUTCOME,OUTPUT,INDIKATOR,,,2026-09-17 23:10:11.68718+00
733,14,,,,,,,PROGRAM / KEGIATAN /,,2026-09-17 23:10:11.68718+00
734,14,,,,,,,SUBKEGIATAN,KETERANGAN,2026-09-17 23:10:11.68718+00
735,14,,,,Meningkatnya konsumsi ikan,,Angka Konsumsi Ikan,3.25.06 - PROGRAM,,2026-09-17 23:10:11.68718+00
736,14,,,,oleh masyarakat,,(Kg/KAP/TH),PENGOLAHAN DAN,,2026-09-17 23:10:11.68718+00
737,14,,,,,,,PEMASARAN HASIL,,2026-09-17 23:10:11.68718+00
738,14,,,,,,,PERIKANAN,,2026-09-17 23:10:11.68718+00
739,14,,,,,Tersedianya Data dan,Jumlah Data dan Informasi,3.25.06.2.01 - Penerbitan,,2026-09-17 23:10:11.68718+00
740,14,,,,,Informasi Usaha Pemasaran,Usaha Pemasaran dan,Tanda Daftar Usaha,,2026-09-17 23:10:11.68718+00
741,14,,,,,dan Pengolahan Hasil,Pengolahan Hasil Perikanan,Pengolahan Hasil Perikanan,,2026-09-17 23:10:11.68718+00
742,14,,,,,Perikanan berdasarkan skala,berdasarkan skala usaha dan,bagi Usaha Skala Mikro dan,,2026-09-17 23:10:11.68718+00
743,14,,,,,usaha dan risiko,risiko (Dokumen),Kecil,,2026-09-17 23:10:11.68718+00
744,14,,,,,,Jumlah Data dan Informasi,3.25.06.2.01.0005 -,,2026-09-17 23:10:11.68718+00
745,14,,,,,,Usaha Pemasaran dan,Penyediaan Data dan Informasi,,2026-09-17 23:10:11.68718+00
746,14,,,,,,Pengolahan Hasil Perikanan,Usaha Pemasaran dan,,2026-09-17 23:10:11.68718+00
747,14,,,,,,berdasarkan skala usaha dan,Pengolahan Hasil Perikanan,,2026-09-17 23:10:11.68718+00
748,14,,,,,,risiko (Dokumen),dalam 1 (Satu) Daerah,,2026-09-17 23:10:11.68718+00
749,14,,,,,,,Kabupaten/Kota berdasarkan,,2026-09-17 23:10:11.68718+00
750,14,,,,,,,skala usaha dan risiko,,2026-09-17 23:10:11.68718+00
751,14,,,,,Terlaksananya pembinaan,Jumlah Unit Usaha,3.25.06.2.02 - Pembinaan Mutu,,2026-09-17 23:10:11.68718+00
752,14,,,,,terhadap Penerapan,Pengolahan dan Pemasaran,dan Keamanan Hasil Perikanan,,2026-09-17 23:10:11.68718+00
753,14,,,,,Persyaratan Perizinan,Hasil Perikanan yang,bagi Usaha Pengolahan dan,,2026-09-17 23:10:11.68718+00
754,14,,,,,Berusaha Pada Usaha,mendapatkan pembinaan,Pemasaran Skala Mikro dan,,2026-09-17 23:10:11.68718+00
755,14,,,,,Pengolahan dan Pemasaran,terhadap Penerapan,Kecil,,2026-09-17 23:10:11.68718+00
756,14,,,,,Hasil Perikanan sesuai Skala,Persyaratan Perizinan,,,2026-09-17 23:10:11.68718+00
757,14,,,,,Usaha dan Risiko,Berusaha Pada Usaha,,,2026-09-17 23:10:11.68718+00
758,14,,,,,,Pengolahan dan Pemasaran,,,2026-09-17 23:10:11.68718+00
759,14,,,,,,Hasil Perikanan sesuai Skala,,,2026-09-17 23:10:11.68718+00
760,14,,,,,,Usaha dan Risiko (Unit Usaha),,,2026-09-17 23:10:11.68718+00
761,14,,,,,,Jumlah Unit Usaha,3.25.06.2.02.0002 - Pembinaan,,2026-09-17 23:10:11.68718+00
762,14,,,,,,Pengolahan dan Pemasaran,terhadap Penerapan,,2026-09-17 23:10:11.68718+00
763,14,,,,,,Hasil Perikanan yang,Persyaratan Perizinan,,2026-09-17 23:10:11.68718+00
764,14,,,,,,mendapatkan pembinaan,Berusaha Pada Usaha,,2026-09-17 23:10:11.68718+00
765,14,,,,,,terhadap Penerapan,Pengolahan dan Pemasaran,,2026-09-17 23:10:11.68718+00
766,14,,,,,,Persyaratan Perizinan,Hasil Perikanan sesuai Skala,,2026-09-17 23:10:11.68718+00
767,14,,,,,,Berusaha Pada Usaha,Usaha dan Risiko,,2026-09-17 23:10:11.68718+00
768,14,,,,,,Pengolahan dan Pemasaran,,,2026-09-17 23:10:11.68718+00
769,14,,,,,,Hasil Perikanan sesuai Skala,,,2026-09-17 23:10:11.68718+00
770,14,,,,,,Usaha dan Risiko (Unit Usaha),,,2026-09-17 23:10:11.68718+00
771,14,,,,,Meningkatnya ketersediaan,Jumlah Pelaku Usaha,3.25.06.2.03 - Penyediaan dan,,2026-09-17 23:10:11.68718+00
772,14,,,,,ikan dan tersedianya fasilitas,Perikanan Skala Mikro dan,Penyaluran Bahan Baku,,2026-09-17 23:10:11.68718+00
773,14,,,,,bagi pelaku usaha perikanan,Kecil dalam 1 (Satu) Daerah,Industri Pengolahan Ikan dalam,,2026-09-17 23:10:11.68718+00
774,14,,,,,skala mikro dan kecil di satu,Kabupaten/Kota yang,1 (Satu) Daerah Kabupaten/,,2026-09-17 23:10:11.68718+00
775,14,,,,,daerah kabupaten/kota,Terfasilitasi (Pelaku Usaha),Kota,,2026-09-17 23:10:11.68718+00
776,14,,,,,,Jumlah Pelaku Usaha,3.25.06.2.03.0002 - Pemberian,,2026-09-17 23:10:11.68718+00
